journal_id,journal,ssci_rank,h5_index,h5_median,since,publisher,url,scope,type_id,type_category,type,lower_limit,upper_limit,limit_unit,last_updated
280,British Journal of Middle Eastern Studies,,,,1974,Taylor & Francis,https://www.tandfonline.com/toc/cbjm20/current,"British Journal of Middle Eastern Studies is a refereed academic journal published for the British Society for Middle Eastern Studies (popularly known as BRISMES). Founded in 1974 as the BRISMES Bulletin, British Journal of Middle Eastern Studies assumed its present title in 1991 reflecting its growth into a fully-fledged scholarly journal.  The editors aim to maintain a balance in the journal s coverage between the modern social sciences and the more traditional disciplines associated with Middle Eastern and Islamic Studies. They welcome scholarly contributions on all aspects of the Middle East from the end of classical antiquity and the rise of Islam to the present day. Articles on the language, literature, history, politics, economics, anthropology, sociology, geography, philosophy and the religions and cultures of the region are encouraged. British Journal of Middle Eastern Studies also includes a vigorous review section covering publications on all subjects connected with the Middle East. This incorporates a wide range of reference and bibliographical material seldom reviewed elsewhere.",1,article,Article,,,,11/05/2020
281,California Journal of Politics and Policy,,,,2009,University of California-Berkeley,https://escholarship.org/uc/cjpp,"The California Journal of Politics and Policy (CJPP) is an online journal of original scholarship, cutting edge research, and informed commentary regarding all aspects of national, state, and local government, electoral politics, and public policy formation and implementation. Published by the Institute of Governmental Studies at the University of California-Berkeley, the Journal provides timely insights and historical and comparative perspective on issues ranging from legislative and electoral concerns to tax and social welfare policy, the courts, campaign finance, and the changing role and character of political media.",1,article,Article,,,,11/05/2020
282,Central European Journal of International and Security Studies,,,,2007,Metropolitan University Prague Press,http://www.cejiss.org/,"The Central European Journal of International and Security Studies (CEJISS) was founded by Mitchell Belfer (Editor in Chief), David Erkomaishvili (Deputy Editor in Chief), Nigorakhon Turakhanova (Head of the Academic Centre) and Petr Kucera, in December 2006, as an autonomous wing of the Department of International Relations and European Studies at Metropolitan University Prague. The initial goal was to develop, and project globally, a uniquely Central European take on unfolding international and security issues. This entailed an initial  out-reach  programme to attract scholars from throughout the four Central European states - the Czech Republic, Hungary, Poland and the Slovak Republic - to participate in the journal as authors and members of the Editorial and (then) Advisory Boards. By the time of the first issue however, it became clear that CEJISS was also capable of acting as a platform for non-Central European scholars to present their academic research to a more regionalised audience. From issue 1:1 in June 2007 until the present, CEJISS has become, quite literally, a two-way street - it helps Central European scholars enter international academia and international scholars enter Central Europe. This is reflected in the diversity of our boards, authors and readership; and that CEJISS has, over a seven year period, gone from a biannual to a quarterly publication indexed in major scientific citation bodies such as SCOPUS and EBSCO and available in nearly 1000 libraries around the world.",1,article,Article,5000,8000,words,11/05/2020
282,Central European Journal of International and Security Studies,,,,2007,Metropolitan University Prague Press,http://www.cejiss.org/,"The Central European Journal of International and Security Studies (CEJISS) was founded by Mitchell Belfer (Editor in Chief), David Erkomaishvili (Deputy Editor in Chief), Nigorakhon Turakhanova (Head of the Academic Centre) and Petr Kucera, in December 2006, as an autonomous wing of the Department of International Relations and European Studies at Metropolitan University Prague. The initial goal was to develop, and project globally, a uniquely Central European take on unfolding international and security issues. This entailed an initial  out-reach  programme to attract scholars from throughout the four Central European states - the Czech Republic, Hungary, Poland and the Slovak Republic - to participate in the journal as authors and members of the Editorial and (then) Advisory Boards. By the time of the first issue however, it became clear that CEJISS was also capable of acting as a platform for non-Central European scholars to present their academic research to a more regionalised audience. From issue 1:1 in June 2007 until the present, CEJISS has become, quite literally, a two-way street - it helps Central European scholars enter international academia and international scholars enter Central Europe. This is reflected in the diversity of our boards, authors and readership; and that CEJISS has, over a seven year period, gone from a biannual to a quarterly publication indexed in major scientific citation bodies such as SCOPUS and EBSCO and available in nearly 1000 libraries around the world.",2,book_review,Book Review,,,,11/05/2020
282,Central European Journal of International and Security Studies,,,,2007,Metropolitan University Prague Press,http://www.cejiss.org/,"The Central European Journal of International and Security Studies (CEJISS) was founded by Mitchell Belfer (Editor in Chief), David Erkomaishvili (Deputy Editor in Chief), Nigorakhon Turakhanova (Head of the Academic Centre) and Petr Kucera, in December 2006, as an autonomous wing of the Department of International Relations and European Studies at Metropolitan University Prague. The initial goal was to develop, and project globally, a uniquely Central European take on unfolding international and security issues. This entailed an initial  out-reach  programme to attract scholars from throughout the four Central European states - the Czech Republic, Hungary, Poland and the Slovak Republic - to participate in the journal as authors and members of the Editorial and (then) Advisory Boards. By the time of the first issue however, it became clear that CEJISS was also capable of acting as a platform for non-Central European scholars to present their academic research to a more regionalised audience. From issue 1:1 in June 2007 until the present, CEJISS has become, quite literally, a two-way street - it helps Central European scholars enter international academia and international scholars enter Central Europe. This is reflected in the diversity of our boards, authors and readership; and that CEJISS has, over a seven year period, gone from a biannual to a quarterly publication indexed in major scientific citation bodies such as SCOPUS and EBSCO and available in nearly 1000 libraries around the world.",3,other/uncategorised,E-contribution,,700,words,11/05/2020
283,Contemporary Readings in Law and Social Justice,,,,2009,Addleton Academic Publishers,https://www.ceeol.com/search/journal-https://addletonacademicpublishers.com/contemporary-readings-in-law-and-social-justice?id=642,"Contemporary Readings in Law and Social Justice promotes critical discussions on problems of social justice, including exploring the meanings of justice that arise in a diverse society, and draws on cross disciplinary research and scholarship to address social justice issues of immediate and wide ranging concern. Contemporary Readings in Law and Social Justice covers a range of topics relating to legal issues surrounding the impact of globalization on social development, providing legal scholars, practitioners, and policy makers with a forum to address and provide solutions to contemporary social issues that are currently under legislative or judicial consideration. Contemporary Readings in Law and Social Justice serves as a point of dialogue between activists, practitioners and academics, publishing writings that reflect theoretical, literary and hands-on approaches toward achieving social justice.",1,article,Article,,,,11/05/2020
284,Czech Journal of Political Science,,,,1994,Masaryk University,https://www.politologickycasopis.cz/en/,"The journal provides a platform for presenting the outcomes of original political science research and thus significantly contributes to political science as a scholarly discipline and its establishment among other social sciences. The journal publishes articles, reviews, review essays, and information on events in the political science community. The topics cover the areas of political philosophy and theory, comparative political science, political sociology, policy analysis, European studies, international relations and security studies.",1,article,Article,,8000,words,11/05/2020
284,Czech Journal of Political Science,,,,1994,Masaryk University,https://www.politologickycasopis.cz/en/,"The journal provides a platform for presenting the outcomes of original political science research and thus significantly contributes to political science as a scholarly discipline and its establishment among other social sciences. The journal publishes articles, reviews, review essays, and information on events in the political science community. The topics cover the areas of political philosophy and theory, comparative political science, political sociology, policy analysis, European studies, international relations and security studies.",2,other/uncategorised,Review Essay,,4000,words,11/05/2020
284,Czech Journal of Political Science,,,,1994,Masaryk University,https://www.politologickycasopis.cz/en/,"The journal provides a platform for presenting the outcomes of original political science research and thus significantly contributes to political science as a scholarly discipline and its establishment among other social sciences. The journal publishes articles, reviews, review essays, and information on events in the political science community. The topics cover the areas of political philosophy and theory, comparative political science, political sociology, policy analysis, European studies, international relations and security studies.",3,other/uncategorised,Review,,2000,words,11/05/2020
284,Czech Journal of Political Science,,,,1994,Masaryk University,https://www.politologickycasopis.cz/en/,"The journal provides a platform for presenting the outcomes of original political science research and thus significantly contributes to political science as a scholarly discipline and its establishment among other social sciences. The journal publishes articles, reviews, review essays, and information on events in the political science community. The topics cover the areas of political philosophy and theory, comparative political science, political sociology, policy analysis, European studies, international relations and security studies.",4,other/uncategorised,Information,,1000,words,11/05/2020
285,European Foreign Affairs Review,,,,1996,Wolters Kluwer,https://kluwerlawonline.com/Journals/European%20Foreign%20Affairs%20Review/412,"The European Foreign Affairs Review considers the external posture of the European Union in its relations with the rest of the world. Therefore, the Review focuses on the political, legal and economic aspects of the Union s external relations. The Review functions as an interdisciplinary medium for the understanding and analysis of foreign affairs issues which are of relevance to the European Union and its Member States on the one hand and its international partners on the other. The Review aims at meeting the needs of both the academic and the practitioner (government officials throughout the world dealing with EU matters, parliamentarians, EU officials, officials of international organizations, executives of multinational corporations, specialized journalists and  policy-makers in general). In doing so the Review provides a public forum for the discussion and development of European external policy interests and strategies, addressing issues from the points of view of political science and policy-making, law or economics. These issues are discussed by authors drawn from around the world while maintaining a European focus. Authors should ensure that their contributions will be apparent also to readers outside their specific expertise. Articles may deal with general policy questions as well as with more specialized topics.",1,article,Article,6000,8000,words,11/05/2020
285,European Foreign Affairs Review,,,,1996,Wolters Kluwer,https://kluwerlawonline.com/Journals/European%20Foreign%20Affairs%20Review/412,"The European Foreign Affairs Review considers the external posture of the European Union in its relations with the rest of the world. Therefore, the Review focuses on the political, legal and economic aspects of the Union s external relations. The Review functions as an interdisciplinary medium for the understanding and analysis of foreign affairs issues which are of relevance to the European Union and its Member States on the one hand and its international partners on the other. The Review aims at meeting the needs of both the academic and the practitioner (government officials throughout the world dealing with EU matters, parliamentarians, EU officials, officials of international organizations, executives of multinational corporations, specialized journalists and  policy-makers in general). In doing so the Review provides a public forum for the discussion and development of European external policy interests and strategies, addressing issues from the points of view of political science and policy-making, law or economics. These issues are discussed by authors drawn from around the world while maintaining a European focus. Authors should ensure that their contributions will be apparent also to readers outside their specific expertise. Articles may deal with general policy questions as well as with more specialized topics.",2,book_review,Book Review,,,,11/05/2020
286,European Politics and Society,,,,1986,SAGE,https://journals.sagepub.com/home/eep,"East European Politics and Societies (EEPS) is an international, interdisciplinary journal for the examination of critical issues related to Eastern Europe. It serves as a forum for current work in East Europe studies, including comparative analyses and theoretical issues with implications for other world areas. Its geographical scope is the area that lies between Germany to the west and Russia to the east, and includes the Baltic region and the Balkans. The editorial board is composed of distinguished historians, cultural historians, literary scholars, political scientists, anthropologists, and social scientists.",1,article,Article,7000,9000,words,11/05/2020
287,European Review of International Studies,,,,2014,Verlag Barbara Budrich,https://www.budrich-journals.de/index.php/eris,"ERIS - European Review of International Studies seeks to be a journal to which those who wish to know what is happening in  European  International Relations can turn. It aims to achieve this goal by an extensive review section of monographs published in European languages and review articles of the literature on substantive themes or significant developments in different European academic communities. Its other principal goal is to publish original articles and from time to time translations of existing major articles not readily available in English. ERIS - European Review of International Studies aims: (1) to reflect the European specificities and approaches, (2) to be an outlet in English in particular for non-English language authors but including English language authors, (3) to make the Anglophone world aware of research in other languages, (4) to make non-English language authors aware of research in other non-English academic cultures and languages, (5) to encourage transdisciplinarity across the social sciences and humanities among those concerned with international studies broadly defined, (6) to be eclectic in terms of concept, method and approach with rigorous international academic standards.",1,article,Article,8000,10000,words,11/05/2020
287,European Review of International Studies,,,,2014,Verlag Barbara Budrich,https://www.budrich-journals.de/index.php/eris,"ERIS - European Review of International Studies seeks to be a journal to which those who wish to know what is happening in  European  International Relations can turn. It aims to achieve this goal by an extensive review section of monographs published in European languages and review articles of the literature on substantive themes or significant developments in different European academic communities. Its other principal goal is to publish original articles and from time to time translations of existing major articles not readily available in English. ERIS - European Review of International Studies aims: (1) to reflect the European specificities and approaches, (2) to be an outlet in English in particular for non-English language authors but including English language authors, (3) to make the Anglophone world aware of research in other languages, (4) to make non-English language authors aware of research in other non-English academic cultures and languages, (5) to encourage transdisciplinarity across the social sciences and humanities among those concerned with international studies broadly defined, (6) to be eclectic in terms of concept, method and approach with rigorous international academic standards.",2,other/uncategorised,Review Article,3000,4000,words,11/05/2020
287,European Review of International Studies,,,,2014,Verlag Barbara Budrich,https://www.budrich-journals.de/index.php/eris,"ERIS - European Review of International Studies seeks to be a journal to which those who wish to know what is happening in  European  International Relations can turn. It aims to achieve this goal by an extensive review section of monographs published in European languages and review articles of the literature on substantive themes or significant developments in different European academic communities. Its other principal goal is to publish original articles and from time to time translations of existing major articles not readily available in English. ERIS - European Review of International Studies aims: (1) to reflect the European specificities and approaches, (2) to be an outlet in English in particular for non-English language authors but including English language authors, (3) to make the Anglophone world aware of research in other languages, (4) to make non-English language authors aware of research in other non-English academic cultures and languages, (5) to encourage transdisciplinarity across the social sciences and humanities among those concerned with international studies broadly defined, (6) to be eclectic in terms of concept, method and approach with rigorous international academic standards.",3,other/uncategorised,Review,1000,1500,words,11/05/2020
288,"French Politics, Culture and Society",,,,1983,Berghahn Journals,https://www.berghahnjournals.com/view/journals/fpcs/fpcs-overview.xml,"French Politics, Culture & Society explores modern and contemporary France from the perspectives of the social sciences, history, and cultural analysis. It also examines France s relationship to the larger world, especially Europe, the United States, and the former French Empire. The editors also welcome pieces on recent debates and events, as well as articles that explore the connections between French society and cultural expression of all sorts (such as art, film, literature, and popular culture). Issues devoted to a single theme appear from time to time. With refereed research articles, timely essays, and reviews of books in many disciplines, French Politics, Culture & Society provides a forum for learned opinion and the latest scholarship on France.",1,article,Article,4500,10000,words,11/05/2020
288,"French Politics, Culture and Society",,,,1983,Berghahn Journals,https://www.berghahnjournals.com/view/journals/fpcs/fpcs-overview.xml,"French Politics, Culture & Society explores modern and contemporary France from the perspectives of the social sciences, history, and cultural analysis. It also examines France s relationship to the larger world, especially Europe, the United States, and the former French Empire. The editors also welcome pieces on recent debates and events, as well as articles that explore the connections between French society and cultural expression of all sorts (such as art, film, literature, and popular culture). Issues devoted to a single theme appear from time to time. With refereed research articles, timely essays, and reviews of books in many disciplines, French Politics, Culture & Society provides a forum for learned opinion and the latest scholarship on France.",2,book_review,Book Review,750,1500,words,11/05/2020
288,"French Politics, Culture and Society",,,,1983,Berghahn Journals,https://www.berghahnjournals.com/view/journals/fpcs/fpcs-overview.xml,"French Politics, Culture & Society explores modern and contemporary France from the perspectives of the social sciences, history, and cultural analysis. It also examines France s relationship to the larger world, especially Europe, the United States, and the former French Empire. The editors also welcome pieces on recent debates and events, as well as articles that explore the connections between French society and cultural expression of all sorts (such as art, film, literature, and popular culture). Issues devoted to a single theme appear from time to time. With refereed research articles, timely essays, and reviews of books in many disciplines, French Politics, Culture & Society provides a forum for learned opinion and the latest scholarship on France.",3,other/uncategorised,Essay,3000,6250,words,11/05/2020
288,"French Politics, Culture and Society",,,,1983,Berghahn Journals,https://www.berghahnjournals.com/view/journals/fpcs/fpcs-overview.xml,"French Politics, Culture & Society explores modern and contemporary France from the perspectives of the social sciences, history, and cultural analysis. It also examines France s relationship to the larger world, especially Europe, the United States, and the former French Empire. The editors also welcome pieces on recent debates and events, as well as articles that explore the connections between French society and cultural expression of all sorts (such as art, film, literature, and popular culture). Issues devoted to a single theme appear from time to time. With refereed research articles, timely essays, and reviews of books in many disciplines, French Politics, Culture & Society provides a forum for learned opinion and the latest scholarship on France.",4,other/uncategorised,Review,2000,3000,words,11/05/2020
289,Georgetown Journal of International Affairs,,,,2000,Georgetown University Press,https://www.georgetownjournalofinternationalaffairs.org/,"The Georgetown Journal of International Affairs informs the policy and academic debate on international affairs by giving voice to innovative ideas alongside analysis backed by practical and intellectual experience. The Journal goes beyond the headlines in identifying and discussing trends that will shape the world, pairing the foresight of students with the wisdom of accomplished thinkers.",1,article,Article,,3000,words,11/05/2020
289,Georgetown Journal of International Affairs,,,,2000,Georgetown University Press,https://www.georgetownjournalofinternationalaffairs.org/,"The Georgetown Journal of International Affairs informs the policy and academic debate on international affairs by giving voice to innovative ideas alongside analysis backed by practical and intellectual experience. The Journal goes beyond the headlines in identifying and discussing trends that will shape the world, pairing the foresight of students with the wisdom of accomplished thinkers.",2,other/uncategorised,Interview,,,,11/05/2020
289,Georgetown Journal of International Affairs,,,,2000,Georgetown University Press,https://www.georgetownjournalofinternationalaffairs.org/,"The Georgetown Journal of International Affairs informs the policy and academic debate on international affairs by giving voice to innovative ideas alongside analysis backed by practical and intellectual experience. The Journal goes beyond the headlines in identifying and discussing trends that will shape the world, pairing the foresight of students with the wisdom of accomplished thinkers.",3,other/uncategorised,Online Edition,750,1200,words,11/05/2020
290,Indian Foreign Affairs Journal,,,,1954,SAGE,https://journals.sagepub.com/home/iqq,"India Quarterly is a peer reviewed journal of international affairs. When launched in 1945, its focus was primarily on India and Asia. However, as India s interests have expanded so too has the mandate of the journal to include submissions on varied themes that are likely to impact India s regional and global interests. As the flagship publication of the Indian Council of World Affairs (ICWA), the India Quarterly encourages scholars, analysts and policy makers to contribute original articles on matters concerning international relations, national foreign policies and diplomatic history. It promotes objective analysis on themes of critical importance for an understanding of international affairs. Conceptually sound, empirically grounded and policy-oriented articles are particularly encouraged. Its purview includes regional and global concerns such as environmental issues, energy security, the international ramifications of identity-centric conflicts, cross-border movements of people and related concerns of human trafficking, illegal weapons transfers, terrorism human security global and regional political economy and diplomatic history.",1,article,Article,7500,8000,words,11/05/2020
290,Indian Foreign Affairs Journal,,,,1954,SAGE,https://journals.sagepub.com/home/iqq,"India Quarterly is a peer reviewed journal of international affairs. When launched in 1945, its focus was primarily on India and Asia. However, as India s interests have expanded so too has the mandate of the journal to include submissions on varied themes that are likely to impact India s regional and global interests. As the flagship publication of the Indian Council of World Affairs (ICWA), the India Quarterly encourages scholars, analysts and policy makers to contribute original articles on matters concerning international relations, national foreign policies and diplomatic history. It promotes objective analysis on themes of critical importance for an understanding of international affairs. Conceptually sound, empirically grounded and policy-oriented articles are particularly encouraged. Its purview includes regional and global concerns such as environmental issues, energy security, the international ramifications of identity-centric conflicts, cross-border movements of people and related concerns of human trafficking, illegal weapons transfers, terrorism human security global and regional political economy and diplomatic history.",2,book_review,Book Review,1200,1500,words,11/05/2020
291,Israel Journal of Foreign Affairs,,,,2006,Taylor & Francis,https://www.tandfonline.com/toc/rifa20/current,"Founded in 2006 by the late Dr. David Kimche, The Israel Journal of Foreign Affairs is the flagship publication of the Israel Council on Foreign Relations (ICFR), which is an independent and non-partisan body that operates under the auspices of the World Jewish Congress. Through the publication of its interdisciplinary journal, the ICFR aspires to stimulate high-level analysis and debate of international affairs, particularly, though not exclusively, regarding Israel, the Middle East and Jewish affairs. In a short time, the Journal has succeeded in developing a strong reputation, attracting the writings of many leading authorities in various aspects of foreign affairs. The Journal is geared toward practitioners and scholars of international affairs, as well as informed observers. In an attempt to engage and encourage tomorrow s diplomats and scholars, it also publishes articles by outstanding graduate students. The Journal regularly publishes the proceedings of lectures presented at the Council and these constitute an important record of the remarks of visiting foreign officials and other guests. Reviews of current literature in our fields of interest constitute a significant part of the Journal. Research articles undergo peer review.",1,article,Article,,4500,words,11/05/2020
292,"Journal of Geography, Politics and Society",,,,2015,Wydawnictwo Uniwersytetu Gda?skiego,http://www.ejournals.eu/JGPS/,"Journal of Geography, Political and Society is an interdisciplinary journal which accepts articles from a broad range of widely understood social sciences (socio-economic geography, sociology, political sciences, economics, administration, public safety, cultural anthropology, demography, public health, etc.). We publish articles on the situation or changes taking place around the world, but the journal especially focuses on countries of Central Europe and the countries of the former USSR.",1,article,Article,4000,7000,words,11/05/2020
293,Journal of International Affairs,,,,1947,Columbia University,https://jia.sipa.columbia.edu/,"Founded in 1947, the Journal of International Affairs is a leading peer-reviewed journal published by the School of International and Public Affairs at Columbia University. It is the premier university-affiliated periodical in the field and has earned worldwide recognition for framing the heated debates that define global events and foreign policy. In the aftermath of World War II, the founders of the journal saw a need for a publication that would serve as a forum for exploring issues and offering innovative solutions to problems of global concern. The journal has featured leading minds in the field of international affairs since its inception.",1,article,Article,3500,6000,words,11/05/2020
293,Journal of International Affairs,,,,1947,Columbia University,https://jia.sipa.columbia.edu/,"Founded in 1947, the Journal of International Affairs is a leading peer-reviewed journal published by the School of International and Public Affairs at Columbia University. It is the premier university-affiliated periodical in the field and has earned worldwide recognition for framing the heated debates that define global events and foreign policy. In the aftermath of World War II, the founders of the journal saw a need for a publication that would serve as a forum for exploring issues and offering innovative solutions to problems of global concern. The journal has featured leading minds in the field of international affairs since its inception.",2,research_note,Feature,1200,2000,words,11/05/2020
293,Journal of International Affairs,,,,1947,Columbia University,https://jia.sipa.columbia.edu/,"Founded in 1947, the Journal of International Affairs is a leading peer-reviewed journal published by the School of International and Public Affairs at Columbia University. It is the premier university-affiliated periodical in the field and has earned worldwide recognition for framing the heated debates that define global events and foreign policy. In the aftermath of World War II, the founders of the journal saw a need for a publication that would serve as a forum for exploring issues and offering innovative solutions to problems of global concern. The journal has featured leading minds in the field of international affairs since its inception.",3,comment,Argument,800,1200,words,11/05/2020
294,Journal of Poverty and Social Justice,,,,2002,Policy Press and Bristol University Press,https://policy.bristoluniversitypress.co.uk/journals/journal-of-poverty-and-social-justice,"The Journal of Poverty and Social Justice provides an internationally unique forum for leading research on the themes of poverty and social justice. Focusing on poverty and social exclusion, the journal explores links with social security (including pensions and tax credits), employment, area regeneration, housing, health, education and criminal justice, as well as issues of ethnicity, gender, disability, and other social inequalities as they relate to social justice.",1,article,Article,,8000,words,11/05/2020
294,Journal of Poverty and Social Justice,,,,2002,Policy Press and Bristol University Press,https://policy.bristoluniversitypress.co.uk/journals/journal-of-poverty-and-social-justice,"The Journal of Poverty and Social Justice provides an internationally unique forum for leading research on the themes of poverty and social justice. Focusing on poverty and social exclusion, the journal explores links with social security (including pensions and tax credits), employment, area regeneration, housing, health, education and criminal justice, as well as issues of ethnicity, gender, disability, and other social inequalities as they relate to social justice.",2,book_review,Book Review,,,,11/05/2020
294,Journal of Poverty and Social Justice,,,,2002,Policy Press and Bristol University Press,https://policy.bristoluniversitypress.co.uk/journals/journal-of-poverty-and-social-justice,"The Journal of Poverty and Social Justice provides an internationally unique forum for leading research on the themes of poverty and social justice. Focusing on poverty and social exclusion, the journal explores links with social security (including pensions and tax credits), employment, area regeneration, housing, health, education and criminal justice, as well as issues of ethnicity, gender, disability, and other social inequalities as they relate to social justice.",3,other/uncategorised,Policy,,3000,words,11/05/2020
295,"Parliaments, Estates and Representation",,,,1981,Taylor & Francis,https://www.tandfonline.com/toc/rper20/current,"The aim of the journal, as of the Commission, is to promote research into the origin, growth and development of representative and parliamentary institutions throughout the world in all periods. In particular, it encourages the study of the development of representative institutions in a wide and comparative way. It facilitates the international exchange of bibliographical information and is concerned with the political theory and institutional practice of representation as well as with the internal organization, political culture and the social and political background to parliaments and assemblies of estates. Representative urban institutions and international parliamentary organizations also fall within its remit. The journal publishes scholarly articles covering the whole spectrum of the history of representative institutions up to the present day. The journal welcomes all contributions which fall within its field of interest, including papers presented at conferences of the ICHRPI. Articles may be submitted in English, French or German; all research articles published in the journal have undergone rigorous peer review, involving initial editor screening and anonymized refereeing.",1,article,Article,4000,10000,words,11/05/2020
295,"Parliaments, Estates and Representation",,,,1981,Taylor & Francis,https://www.tandfonline.com/toc/rper20/current,"The aim of the journal, as of the Commission, is to promote research into the origin, growth and development of representative and parliamentary institutions throughout the world in all periods. In particular, it encourages the study of the development of representative institutions in a wide and comparative way. It facilitates the international exchange of bibliographical information and is concerned with the political theory and institutional practice of representation as well as with the internal organization, political culture and the social and political background to parliaments and assemblies of estates. Representative urban institutions and international parliamentary organizations also fall within its remit. The journal publishes scholarly articles covering the whole spectrum of the history of representative institutions up to the present day. The journal welcomes all contributions which fall within its field of interest, including papers presented at conferences of the ICHRPI. Articles may be submitted in English, French or German; all research articles published in the journal have undergone rigorous peer review, involving initial editor screening and anonymized refereeing.",2,book_review,Book Review,,,,11/05/2020
296,Polis. Political Studies,,,,1991,,https://www.politstudies.ru/en/,"Polis. Political Studies  Journal is published since 1991 bi-monthly. For almost half of the century it holds its position as the leading Russian scientific, cultural and educational journal in political science and political sociology (Russian Science Citation Index impact-factor 2013: 1,264). The Journal is on the List of leading peer-reviewed academic journals and editions where key scholarly results of Cand. Sci. and Dr. Sci. theses should be published. The Journal has been included in the Russian Science Citation Index (RSCI) on the Web of Science platform. During the last years the Journal has become one of the key centres for consolidation and structuring of Russian political science community, a factor of integration of Russian political science into the international one, as well as an important element of high school education in political science. It has been a place for lively discussion of various issues in political theory, international political development, modernization of Russian politeia.  The Journal s audience encompasses professional community of researchers, experts, policy decision makers, lecturers and students, as well as a wide circle of readers interested in problems of methodology of political science and studying political processes.",1,article,Article,30000,45000,characters,11/05/2020
296,Polis. Political Studies,,,,1991,,https://www.politstudies.ru/en/,"Polis. Political Studies  Journal is published since 1991 bi-monthly. For almost half of the century it holds its position as the leading Russian scientific, cultural and educational journal in political science and political sociology (Russian Science Citation Index impact-factor 2013: 1,264). The Journal is on the List of leading peer-reviewed academic journals and editions where key scholarly results of Cand. Sci. and Dr. Sci. theses should be published. The Journal has been included in the Russian Science Citation Index (RSCI) on the Web of Science platform. During the last years the Journal has become one of the key centres for consolidation and structuring of Russian political science community, a factor of integration of Russian political science into the international one, as well as an important element of high school education in political science. It has been a place for lively discussion of various issues in political theory, international political development, modernization of Russian politeia.  The Journal s audience encompasses professional community of researchers, experts, policy decision makers, lecturers and students, as well as a wide circle of readers interested in problems of methodology of political science and studying political processes.",2,other/uncategorised,Review,16000,24000,characters,11/05/2020
297,Res Publica. Revista de Filosofia Politica,,,,1998,University of Murcia,http://revistas.um.es/respublica,"The RES PUBLICA magazine is dedicated to the study of political philosophy and its history, and frequent a methodological approach typical of conceptual history. At the same time, it gives special importance to the tradition of political ideals based on the republican spirit and always understood in their own historical context. It also pursues its metamorphosis from Aristotle to the present day, with special attention to the founding moment of political modernity in the American Constitution, and to the moment of maximum theoretical self-awareness in Kant s reflection on the principles of political law. The magazine will create a digital section that will be recognized as  Res publica espai?ola , which will analyze the most relevant works in the history of Hispanic political thought and political relations, as well as the main editorial news on this thematic object, very central in the Saavedra Fajardo Library. Another focus of the Journal s interest is offered by just those authors who have contested the possibility of republicanism, either from political theology, or from more traditional visions of sovereignty, or from the most current versions of the impolitical. Res Publica is also centrally interested in the political understanding of thinkers of the Weimar Republic, and in what the work of Max Weber can mean for the construction of democratic legitimacy in a society that enters fully into the era of the masses.",1,article,Article,,20,pages,11/05/2020
298,Res Publica: revista de historia de las ideas politicas,,,,1998,Universidad Complutense de Madrid,https://revistas.ucm.es/index.php/RPUB,"The Res Publica. Revista de Historia de las Ideas Politicas (ISSN 1576-4184, ISSN-e 1989-6115) journal is published every four months and was founded in 1998 and supported by the Complutense University of Madrid s Grupo de Investigacion Historia y ontologia del presente: la perspectiva hispana. It is intended for a university and research audiences, and it publishes original works in the fields of political philosophy, philosophy of law, constitutional theory, the methodology of political history, the history of political concepts and the history of Spanish and Latin American political thinking.",1,article,Article,,20,pages,11/05/2020
298,Res Publica: revista de historia de las ideas politicas,,,,1998,Universidad Complutense de Madrid,https://revistas.ucm.es/index.php/RPUB,"The Res Publica. Revista de Historia de las Ideas Politicas (ISSN 1576-4184, ISSN-e 1989-6115) journal is published every four months and was founded in 1998 and supported by the Complutense University of Madrid s Grupo de Investigacion Historia y ontologia del presente: la perspectiva hispana. It is intended for a university and research audiences, and it publishes original works in the fields of political philosophy, philosophy of law, constitutional theory, the methodology of political history, the history of political concepts and the history of Spanish and Latin American political thinking.",2,other/uncategorised,Review,,5,pages,11/05/2020
299,Review of Faith and International Affairs,,,,2003,Taylor & Francis,https://www.tandfonline.com/toc/rfia20/current,"The Review of Faith & International Affairs is a quarterly journal dedicated to providing analysis and commentary regarding the role of religion - for good or ill - in global affairs. The Review of Faith & International Affairs brings together many of today s most innovative and distinguished thinkers, making their research and commentaries available not just to specialists but to a wider audience of globally concerned readers.",1,article,Article,5000,7000,words,11/05/2020
299,Review of Faith and International Affairs,,,,2003,Taylor & Francis,https://www.tandfonline.com/toc/rfia20/current,"The Review of Faith & International Affairs is a quarterly journal dedicated to providing analysis and commentary regarding the role of religion - for good or ill - in global affairs. The Review of Faith & International Affairs brings together many of today s most innovative and distinguished thinkers, making their research and commentaries available not just to specialists but to a wider audience of globally concerned readers.",2,other/uncategorised,Essay,2000,3000,words,11/05/2020
299,Review of Faith and International Affairs,,,,2003,Taylor & Francis,https://www.tandfonline.com/toc/rfia20/current,"The Review of Faith & International Affairs is a quarterly journal dedicated to providing analysis and commentary regarding the role of religion - for good or ill - in global affairs. The Review of Faith & International Affairs brings together many of today s most innovative and distinguished thinkers, making their research and commentaries available not just to specialists but to a wider audience of globally concerned readers.",3,other/uncategorised,Letter,,500,words,11/05/2020
